molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL5441514,O=C(O)C[C@@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc(NCC2C[C@@H](O)[C@@H](O)C2)cc1,25018.0,inactive
CHEMBL5441831,Cc1[nH]c2ncnc(NC(=O)[C@@H]3Cc4ccccc4CO3)c2c1C,99500.0,inactive
CHEMBL5442078,CCc1coc(Nc2ccc([C@@H](CC(=O)O)NC(=O)c3ncnc4[nH]ccc34)cc2)n1,13886.0,inactive
CHEMBL5441659,COC(=O)C[C@@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc(Br)cc1,99500.0,inactive
CHEMBL5441867,Cc1[nH]c2ncnc(NC(=O)[C@@H](CC(F)F)C3CCC3)c2c1C,8187.0,intermediate
CHEMBL5441953,Cc1[nH]c2ncnc(NC(=O)c3cncc(Cl)n3)c2c1C,99500.0,inactive
CHEMBL5441858,CC(C)[C@@H](Nc1nc(C(F)F)nc2ccccc12)c1ccc2c(c1)OCCO2,99500.0,inactive
CHEMBL5442007,CC(C)[C@@H](NCc1ccc(-n2cccn2)cc1)c1ccc2c(c1)OCCO2,99500.0,inactive
CHEMBL5442033,CC(C)[C@@H](Nc1ncnc2ccccc12)c1ccc2c(c1)OCCO2,58260.0,inactive
CHEMBL5441820,CC(C)[C@@H](Nc1ncnc2c1ccn2C)c1ccc2c(c1)OCCO2,99500.0,inactive
CHEMBL2004515,c1nc(-c2ccc3c(c2)OCO3)c2cc[nH]c2n1,99500.0,inactive
CHEMBL5441758,Cc1[nH]c2ncnc(NC(=O)c3ccc(C(F)(F)F)nc3)c2c1C,99500.0,inactive
CHEMBL5441658,Cc1[nH]c2ncnc(NC(=O)c3cncnc3)c2c1C,99500.0,inactive
CHEMBL5441966,O=C(Nc1cccc2c(C(=O)N[C@@H](CO)c3ccc4c(c3)OCCO4)c[nH]c12)NC1CC1,99500.0,inactive
CHEMBL5442013,O=C(Nc1ccc(C(=O)Nc2c(C(=O)O)[nH]c3ccccc23)cc1)NC1CC1,99500.0,inactive
CHEMBL5442021,CC(C)[C@@H](Nc1ncnc2ncccc12)c1ccc2c(c1)OCCO2,99500.0,inactive
CHEMBL5442137,CC(C)[C@@H](NCc1cccc2[nH]ccc12)c1ccc2c(c1)OCCO2,99500.0,inactive
CHEMBL4532243,CCOC(=O)C1=C(Nc2cc(C)cc(C)c2)OCC1=O,99500.0,inactive
CHEMBL5442063,c1nc(N2CCC[C@@H](Nc3ccc4c(c3)OCCO4)C2)c2cc[nH]c2n1,99500.0,inactive
CHEMBL5442138,Cc1[nH]c2ncnc(C(=O)Nc3ccnc(Cl)c3)c2c1C,99500.0,inactive
CHEMBL5441836,CNS(=O)(=O)C[C@@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc(Br)cc1,99500.0,inactive
CHEMBL5441557,CC(C)[C@@H](Nc1ncnc2c1cnn2C)c1ccc2c(c1)OCCO2,99500.0,inactive
CHEMBL5442108,CC(C)[C@@H](NC(=O)c1ccccn1)c1ccc2c(c1)OCCO2,99500.0,inactive
CHEMBL5441615,Cc1[nH]c2ncnc(NC(=O)c3ccncc3)c2c1C,99500.0,inactive
CHEMBL5442048,Cn1ncc2c(N[C@@H](c3ccc4c(c3)OCCO4)C3CC3)ncnc21,99500.0,inactive
CHEMBL5441540,Cc1[nH]nc2ncc(C(=O)N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)cc12,99500.0,inactive
CHEMBL5442115,CC(C)[C@@H](NC(=O)c1ccnc(-n2ccnc2)c1)c1ccc2c(c1)OCCO2,99500.0,inactive
CHEMBL5441497,COc1ccc([C@@H]2CCN(c3ncnc4[nH]ccc34)C2)cc1,99500.0,inactive
CHEMBL5441945,C[C@@H]1Oc2ccc(Nc3ncnc4[nH]ccc34)cc2NC1=O,99500.0,inactive
CHEMBL5441876,c1nc(NCc2ccc3c(c2)OCCO3)c2cc[nH]c2n1,80286.0,inactive
CHEMBL5441848,CC(C)[C@@H](NC(=O)c1cnn(-c2ccccc2)n1)c1ccc2c(c1)OCCO2,99500.0,inactive
CHEMBL5441678,Cc1ncc(C(=O)Nc2ncnc3[nH]c(C)c(C)c23)cn1,99500.0,inactive
CHEMBL5441487,Cc1ccc2c(NC(=O)c3ccc(NC(=O)NC4CC4)cc3)c(C(=O)O)sc2n1,99500.0,inactive
CHEMBL5441841,O=C(N[C@@H](Cc1nn[nH]n1)c1ccc(Br)cc1)c1ncnc2[nH]ccc12,1921.0,intermediate
CHEMBL5441914,COc1ccc([C@@H](Nc2ncnc3[nH]ccc23)C(C)C)cc1,6357.0,intermediate
CHEMBL5441491,Cn1c(C(=O)O)c(NC(=O)c2ccc(NC(=O)NC3CC3)cc2)c2cccnc21,99500.0,inactive
CHEMBL5441931,O=C(Nc1cccc2c(C(=O)Nc3cc4c(cc3CO)OCCO4)c[nH]c12)NC1CC1,99500.0,inactive
CHEMBL5441501,c1nc(Nc2ccc3c(c2)OCO3)c2cc[nH]c2n1,99500.0,inactive
CHEMBL5441568,CC(C)[C@@H]1C[C@@H](Nc2ncnc3[nH]ccc23)CCO1,99500.0,inactive
CHEMBL5441704,COc1ccc(Nc2ncnc3[nH]ccc23)cc1OC,99500.0,inactive
CHEMBL5441937,O=C(O)C[C@@H](NC(=O)c1ccc(NC(=O)NC2CC2)cc1)c1cccc(O)c1,9045.0,intermediate
CHEMBL5442151,N#CC[C@@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc(Br)cc1,99500.0,inactive
CHEMBL5442099,O=C(Nc1cccc2c(C(=O)Nc3ccccc3C(=O)O)c[nH]c12)NC1CC1,19870.0,inactive
CHEMBL5442150,c1ccc2c(N[C@@H](c3ccc4c(c3)OCCO4)C3CC3)ncnc2c1,99500.0,inactive
CHEMBL5442096,c1ccc2c(c1)OCC[C@@H]2Nc1ncnc2[nH]ccc12,99500.0,inactive
CHEMBL5441828,c1nc(N[C@@H](c2ccc3c(c2)OCCO3)C2CC2)c2cn[nH]c2n1,17695.0,inactive
CHEMBL5441740,CC(C)Cc1ccc2c(NC(=O)c3ccc(NC(=O)NC4CC4)cc3)c(C(=O)O)sc2n1,99500.0,inactive
CHEMBL5441586,O=C(O)C[C@@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc(NCC2=NO[C@@H]3COC[C@H]23)cc1,7291.0,intermediate
CHEMBL5442159,O=C(O)C[C@@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc(NCc2ccno2)cc1,11265.0,inactive
CHEMBL5442079,O=C(Nc1ccc2c(C(=O)N[C@@H]3c4ccccc4C[C@@H]3C(=O)O)cnn2c1)NC1CC1,63771.0,inactive
CHEMBL5441628,O=C(Nc1ccc(C(=O)Nc2c(C(=O)O)sc3ccncc23)cc1)NC1CC1,99500.0,inactive
CHEMBL5441605,CC(=O)Nc1ccc([C@@H](CC(=O)O)NC(=O)c2ncnc3[nH]ccc23)cc1,14513.0,inactive
CHEMBL5441684,O=C(O)C[C@@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc(Nc2nnc(C3CC3)o2)cc1,3778.0,intermediate
CHEMBL5441811,CS(=O)(=O)Nc1ccc([C@@H](CC(=O)O)NC(=O)c2ncnc3[nH]ccc23)cc1,12088.0,inactive
CHEMBL5441679,Cc1nc2nc[nH]c(NC(=O)c3ccc(NC(=O)NC4CC4)nc3)c-2c1C,99500.0,inactive
CHEMBL5441774,O=C(Nc1cccc2c(C(=O)Nc3cc4c(cc3C(=O)O)OCCO4)c[nH]c12)NC1CC1,99500.0,inactive
CHEMBL5442123,NC(=O)[C@@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc(Br)cc1,99500.0,inactive
CHEMBL5442134,O=C(O)C[C@@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc(Nc2nnco2)cc1,6574.0,intermediate
CHEMBL5441973,Cc1nnc(Nc2ccc([C@@H](CC(=O)O)NC(=O)c3ncnc4[nH]ccc34)cc2)o1,12220.0,inactive
CHEMBL5441965,O=C(O)C[C@@H](NC(=O)c1c[nH]c2ncncc12)c1ccc(NCC2=NO[C@@H]3COC[C@H]23)cc1,99500.0,inactive
CHEMBL5441511,CC(C)[C@@H](Nc1ncnc2[nH]c3cc(F)ccc3c12)c1ccc2c(c1)OCCO2,8537.0,intermediate
CHEMBL5441721,O=C(Nc1ccc(C(=O)Nc2c(C(=O)O)oc3cc(Br)ccc23)cc1)NC1CC1,99500.0,inactive
CHEMBL5441981,O=C(O)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)OCCO2,9410.0,intermediate
CHEMBL5441909,Cc1[nH]c2ncnc(NC(=O)c3ccc(-n4cccc4)nc3)c2c1C,99500.0,inactive
CHEMBL5441484,CNc1ccc([C@@H](CC(=O)O)NC(=O)c2ncnc3[nH]ccc23)cc1,28881.0,inactive
CHEMBL5441635,c1nc(N[C@@H](c2ccc3c(c2)OCCO3)C2CCC2)c2cc[nH]c2n1,5196.0,intermediate
CHEMBL5442090,C[C@@H](Nc1ncnc2[nH]ccc12)[C@@H]1CCS(=O)(=O)C1,99500.0,inactive
CHEMBL5441744,COc1ccc([C@@H](Nc2ncnc3[nH]ccc23)C(C)C)cc1OC,99500.0,inactive
CHEMBL5441948,O=C(O)C[C@@H](NC(=O)c1ccc(NC(=O)NC2CC2)cc1)C1CCOCC1,99500.0,inactive
CHEMBL5441763,FC(F)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)OCCO2,15952.0,inactive
CHEMBL5441578,COc1cccc([C@@H](CC(=O)O)NC(=O)c2ncnc3[nH]ccc23)c1,16299.0,inactive
CHEMBL5441901,O=C(O)C[C@H](NC(=O)c1ccc(NC(=O)NC2CC2)cc1)c1cccnc1,50132.0,inactive
CHEMBL5442104,O=C(O)C[C@@H](NC(=O)c1ccc(NC(=O)NC2CC2)cc1)c1cccc(F)c1,27312.0,inactive
CHEMBL5441832,O=C(O)C[C@@H](NC(=O)c1ccc(NC(=O)NC2CC2)cc1)c1cccnc1,77115.0,inactive
CHEMBL5441677,C[C@@H](Nc1ncnc2[nH]ccc12)[C@@H]1CCCCO1,99500.0,inactive
CHEMBL5441883,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cc[nH]n3)cc12)c1ccc2c(c1)OCCO2,1809.0,intermediate
CHEMBL5441561,C[C@@H](Nc1ncnc2[nH]ccc12)[C@@H]1CCOC1,99500.0,inactive
CHEMBL5441502,CNC(=O)c1ccc([C@@H](CC(=O)O)NC(=O)c2ncnc3[nH]ccc23)cc1,9067.0,intermediate
CHEMBL5441674,CNC(=N)C[C@@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc(Br)cc1,99500.0,inactive
CHEMBL5441651,N=C(N)C[C@@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc(Br)cc1,99500.0,inactive
CHEMBL5441773,O[C@@H]1CCCC[C@@H]1Nc1ncnc2[nH]ccc12,99500.0,inactive
CHEMBL5441566,CC(C)[C@@H]1C[C@H](Nc2[nH]cnc3nccc2-3)CCO1,99500.0,inactive
CHEMBL5442060,COc1cccc([C@@H](Nc2ncnc3[nH]ccc23)C(C)C)c1,25708.0,inactive
CHEMBL5441807,CC(C)[C@@H](Nc1ncc2c(n1)CCCC2)c1ccc2c(c1)OCCO2,99500.0,inactive
CHEMBL5441940,c1nc(N[C@@H](C2CC2)[C@@H]2CCCOC2)c2cc[nH]c2n1,99500.0,inactive
CHEMBL5442074,O[C@H]1CCCC[C@@H]1Nc1ncnc2[nH]ccc12,55365.0,inactive
CHEMBL5441489,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(n1)OCCO2,1286.0,intermediate
CHEMBL5442126,COc1ccc([C@H](CC(=O)O)NC(=O)c2ccc(NC(=O)NC3CC3)cc2)cc1,54100.0,inactive
CHEMBL5442053,COc1ccc([C@@H](CC(=O)O)NC(=O)c2ccc(NC(=O)NC3CC3)cc2)cc1,57461.0,inactive
CHEMBL5441602,CS(=O)(=O)Nc1cccc([C@@H](CC(=O)O)NC(=O)c2ncnc3[nH]ccc23)c1,50419.0,inactive
CHEMBL5441935,CC(=O)Nc1cccc([C@@H](CC(=O)O)NC(=O)c2ncnc3[nH]ccc23)c1,25792.0,inactive
CHEMBL5441416,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C)c3C#N)cc12)c1ccc2c(c1)OCCO2,522.0,active
CHEMBL5441842,CNc1cccc([C@@H](CC(=O)O)NC(=O)c2ncnc3[nH]ccc23)c1,66287.0,inactive
CHEMBL5441471,CC(C)(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)OCCO2,1226.0,intermediate
CHEMBL5441681,CC(C)[C@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)OCCO2,99500.0,inactive
CHEMBL5441833,c1nc(N2CCC[C@@H]2c2ccc3c(c2)OCCO3)c2cc[nH]c2n1,99500.0,inactive
CHEMBL5441645,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1cnn(C)c1,3933.0,intermediate
CHEMBL5441441,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(c1)OCCO2,383.0,active
CHEMBL5442149,c1nc(N[C@@H](c2ccc3c(c2)OCCO3)C2CCCC2)c2cc[nH]c2n1,2230.0,intermediate
CHEMBL5441544,COCc1noc(C)c1-c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,99500.0,inactive
CHEMBL5441592,COc1ccc(CN(c2ncnc3[nH]ccc23)C(C)C)cc1OC,99500.0,inactive
CHEMBL5442142,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc(C(F)(F)F)cc1,46186.0,inactive
CHEMBL5441460,COC(=O)c1c[nH]c(-c2cc(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncn2)c1,99500.0,inactive
CHEMBL5441555,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnoc3)cc12)c1ccc2c(c1)OCCO2,29899.0,inactive
CHEMBL5441542,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1cnc2c(c1)OCCO2,99500.0,inactive
CHEMBL5441804,O=C(O)C[C@@H](NC(=O)c1ncnc2[nH]c3cc(F)ccc3c12)c1ccc(Br)cc1,992.0,active
CHEMBL5441676,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1cccc(C(F)(F)F)c1,83162.0,inactive
CHEMBL5441815,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1cc2c(cn1)OCCO2,5822.0,intermediate
CHEMBL5441927,COc1ccc([C@@H](CC(=O)O)NC(=O)c2cc3cccc(NC(=O)NC4CC4)c3[nH]2)cc1,99500.0,inactive
CHEMBL5441784,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)C(=O)NCC2,2248.0,intermediate
CHEMBL5441720,Cc1nn(CC(C)C)c(Cl)c1[C@@H]1CCCN1c1ncnc2[nH]ccc12,99500.0,inactive
CHEMBL5441407,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)NC(=O)CO2,700.0,active
CHEMBL5442012,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccncc1,12440.0,inactive
CHEMBL5441865,O=C(O)C[C@@H](NC(=O)c1ccc(NC(=O)NC2CC2)cc1)c1cccc(C(F)F)c1,76435.0,inactive
CHEMBL5442128,c1nc(N[C@@H](c2ccc3c(c2)OCCO3)[C@@H]2CCN2)c2cc[nH]c2n1,99500.0,inactive
CHEMBL5441675,O=C(Nc1cccc2c(C(=O)N[C@H]3c4ccccc4C[C@H]3C(=O)O)c[nH]c12)NC1CC1,7830.0,intermediate
CHEMBL5441777,CNC(=O)c1cccc([C@@H](CC(=O)O)NC(=O)c2ncnc3[nH]ccc23)c1,18677.0,inactive
CHEMBL5441816,CC(C)[C@@H](Nc1cc(-c2cc[nH]n2)ncn1)c1ccc2c(c1)OCCO2,99500.0,inactive
CHEMBL5441606,CC(C)[C@@H](Nc1ccc(NC(=O)NC2CC2)cc1)c1ccc2c(c1)OCCO2,99500.0,inactive
CHEMBL5442035,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)N(C)CCO2,27831.0,inactive
CHEMBL5441464,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)OCC(=O)N2,27170.0,inactive
CHEMBL5441579,O=C(O)[C@@H]1C[C@@H]2OCC[C@@H]2N1c1ncnc2[nH]ccc12,99500.0,inactive
CHEMBL5441480,O=C(O)[C@@H](CC1CCCCC1)Nc1ncnc2[nH]ccc12,74645.0,inactive
CHEMBL5441703,O=C(O)[C@@H]1[C@@H](c2ccccc2)CCN1c1ncnc2[nH]ccc12,99500.0,inactive
CHEMBL5442002,CO[C@@H]1C[C@@H](C(=O)O)N(c2ncnc3[nH]ccc23)C1,99500.0,inactive
CHEMBL5441529,CC(C)[C@@H](Nc1cc(-c2c[nH]cn2)ncn1)c1ccc2c(c1)OCCO2,99500.0,inactive
CHEMBL5442075,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)C(=O)O,15356.0,inactive
CHEMBL5442157,O=C(O)[C@@H](Nc1ncnc2[nH]ccc12)C1CC(F)(F)C1,99500.0,inactive
CHEMBL5441805,Cc1nc(N[C@@H](c2ccc3c(c2)OCCO3)C(C)C)c2cc[nH]c2n1,99500.0,inactive
CHEMBL5441386,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)S(=O)(=O)CCC2,149.0,active
CHEMBL5441817,CC(C)[C@@H](Nc1cnc(C(=O)O)cn1)c1ccc2c(c1)OCCO2,99500.0,inactive
CHEMBL5441648,Cc1nnc(Nc2ccc(C(=O)N[C@@H]3c4cccc(O)c4C[C@H]3C(=O)O)cc2)o1,25299.0,inactive
CHEMBL5441818,Cc1nnc(Nc2ccc(C(=O)N[C@@H]3c4cccc(O)c4C[C@@H]3C(=O)O)cc2)o1,7157.0,intermediate
CHEMBL5441920,Cc1nnc(Nc2ccc(C(=O)N[C@H]3c4cccc(O)c4C[C@H]3C(=O)O)cc2)o1,99500.0,inactive
CHEMBL5441941,Cc1nnc(Nc2ccc(C(=O)N[C@H]3c4cccc(O)c4C[C@@H]3C(=O)O)cc2)o1,99500.0,inactive
CHEMBL5441537,O=C(O)[C@@H](CC1CC1)Nc1ncnc2[nH]ccc12,99500.0,inactive
CHEMBL5442103,CNc1nc(C(=O)N[C@@H](Cc2nn[nH]n2)c2ccc(OC)cc2)c2ccnc-2[nH]1,45705.0,inactive
CHEMBL5441409,COc1ccc([C@@H](Cc2nnn[nH]2)NC(=O)c2ncnc3[nH]ccc23)cc1,801.0,active
CHEMBL5441803,COc1ccc([C@@H](Cc2nn[nH]n2)NC(=O)c2nc(OC)nc3[nH]ccc23)cc1,4555.0,intermediate
CHEMBL5441655,O=C(O)[C@@H](CC(F)F)Nc1ncnc2[nH]ccc12,80690.0,inactive
CHEMBL5441604,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)CCCS2(=O)=O,3007.0,intermediate
CHEMBL5441729,O=C(Nc1ccc(C(=O)N[C@@H]2c3ccccc3C[C@@H]2C(=O)O)cc1)c1ccc2c(c1)OCCO2,99500.0,inactive
CHEMBL5441767,COc1ccc([C@@H](Cc2nn[nH]n2)NC(=O)c2nc(C)nc3[nH]ccc23)cc1,1841.0,intermediate
CHEMBL5442127,CCC[C@H](Nc1ncnc2[nH]ccc12)C(=O)O,99500.0,inactive
CHEMBL5441392,CNC(=O)c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,450.0,active
CHEMBL5441963,CC(C)c1nc(N[C@@H](c2ccc3c(c2)OCCO3)C(C)C)c2cc[nH]c2n1,99500.0,inactive
CHEMBL5441535,O=C(O)[C@@H]1C[C@H](F)CN1c1ncnc2[nH]ccc12,99500.0,inactive
CHEMBL5442139,O=C(O)[C@@H]1C[C@@H](O)CN1c1ncnc2[nH]ccc12,99500.0,inactive
CHEMBL5441863,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)CCNC2=O,15261.0,inactive
CHEMBL5442116,CC(C)[C@@H](Nc1ncnc2[nH]cc(Br)c12)c1ccc2c(c1)OCCO2,10072.0,inactive
CHEMBL5441614,CN1CC[C@@H]1[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)OCCO2,99500.0,inactive
CHEMBL5442052,c1nc(N[C@@H](c2ccc3c(c2)OCCO3)C2CNC2)c2cc[nH]c2n1,99500.0,inactive
CHEMBL5441541,CCC[C@@H](Nc1ncnc2[nH]ccc12)C(=O)O,99500.0,inactive
CHEMBL5442044,O=C(O)[C@H](CC1CC1)Nc1ncnc2[nH]ccc12,99500.0,inactive
CHEMBL5441462,CC(C)C[C@@H](Nc1ncnc2[nH]ccc12)C(=O)O,99500.0,inactive
CHEMBL5441656,O=C(O)[C@@H](Nc1ncnc2[nH]ccc12)C1CC1,72165.0,inactive
CHEMBL5169608,CC(C)[C@H](Nc1ncnc2[nH]ccc12)C(=O)O,34091.0,inactive
CHEMBL5441746,CC(C)[C@@H](Nc1ncnc2[nH]cc(C#N)c12)c1ccc2c(c1)OCCO2,4357.0,intermediate
CHEMBL5441709,CNc1nc(N[C@@H](c2ccc3c(c2)OCCO3)C(C)C)c2cc[nH]c2n1,99500.0,inactive
CHEMBL5441649,COc1nc(N[C@@H](c2ccc3c(c2)OCCO3)C(C)C)c2cc[nH]c2n1,99500.0,inactive
CHEMBL5441702,CC(C)[C@@H](Nc1ncnc2[nH]cc(Cl)c12)c1ccc2c(c1)OCCO2,7923.0,intermediate
CHEMBL5442122,CC(C)[C@@H](Nc1nc(C2CC2)nc2[nH]ccc12)c1ccc2c(c1)OCCO2,99500.0,inactive
CHEMBL5441613,CC(C)[C@@H](Nc1ncnc2[nH]cc(C(N)=O)c12)c1ccc2c(c1)OCCO2,786.0,active
CHEMBL5441722,CC(C)[C@@H](Nc1nc(N(C)C)nc2[nH]ccc12)c1ccc2c(c1)OCCO2,99500.0,inactive
CHEMBL5441632,CO[C@H]1C[C@@H](C(=O)O)N(c2ncnc3[nH]ccc23)C1,79412.0,inactive
CHEMBL5441549,CNC(=O)c1c[nH]c2ncnc(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)c12,728.0,active
CHEMBL5441751,COC(=O)c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,5312.0,intermediate
CHEMBL5441708,CC(C)[C@@H](Nc1ncnc2[nH]cc(C(=O)N(C)C)c12)c1ccc2c(c1)OCCO2,1953.0,intermediate
CHEMBL5442047,CC(C)[C@@H](Nc1ncnc2[nH]cc(S(N)(=O)=O)c12)c1ccc2c(c1)OCCO2,3428.0,intermediate
CHEMBL5441600,O=C(O)[C@@H]1CC2(CCCCC2)CN1c1ncnc2[nH]ccc12,99500.0,inactive
CHEMBL5442023,N#Cc1ccc(C(=O)Nc2ccc(C(=O)N[C@@H]3c4ccccc4C[C@@H]3C(=O)O)cc2)cc1,99500.0,inactive
CHEMBL5441414,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C)c3C#N)cc12)c1ccc2c(n1)OCCO2,68.0,active
CHEMBL5441877,O=C(Nc1ccc(C(=O)N[C@@H]2c3ccccc3C[C@@H]2C(=O)O)cc1)c1ccc(C(=O)NC2CC2)cc1,99500.0,inactive
CHEMBL5441852,COc1ccc(C(=O)Nc2ccc(C(=O)N[C@@H]3c4ccccc4C[C@@H]3C(=O)O)cc2)cc1S(=O)(=O)NCCN1CCCC1,99500.0,inactive
CHEMBL5442028,O=C(Nc1ccc(C(=O)N[C@@H]2c3ccccc3C[C@@H]2C(=O)O)cc1)c1ccc(N2CCC(O)CC2)cc1,99500.0,inactive
CHEMBL5441789,O=C(O)[C@H](CC1CCCCC1)Nc1ncnc2[nH]ccc12,92316.0,inactive
CHEMBL5441662,O=C(O)[C@H]1C[C@H](O)CN1c1ncnc2[nH]ccc12,99500.0,inactive
CHEMBL5441881,CC(C)[C@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)NC(=O)CO2,99500.0,inactive
CHEMBL5441939,O=C(O)[C@H]1C[C@@H](F)CN1c1ncnc2[nH]ccc12,99500.0,inactive
CHEMBL5441686,COc1ccc([C@@H]2CN(C(=O)c3ncnc4[nH]ccc34)C[C@H]2C(=O)O)cc1,99500.0,inactive
CHEMBL5441428,CC(C)[C@@H](Nc1ncnc2[nH]c(C(N)=O)cc12)c1ccc2c(c1)OCCO2,453.0,active
CHEMBL5441617,COC(=O)c1c[nH]c2ncnc(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)c12,3114.0,intermediate
CHEMBL5441399,CCNC(=O)c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,280.0,active
CHEMBL5441528,C[C@@H](C(=O)O)[C@@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc(Br)cc1,808.0,active
CHEMBL5441801,CNS(=O)(=O)c1c[nH]c2ncnc(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)c12,2570.0,intermediate
CHEMBL5442112,COc1ccc([C@@H](CC(=O)O)NC(=O)c2c[nH]c3c(NC(=O)NC4CC4)cccc23)cc1,99500.0,inactive
CHEMBL5441608,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(c1)OCCO2,90037.0,inactive
CHEMBL5442110,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3ccoc3)cc12)c1ccc2c(c1)OCCO2,1523.0,intermediate
CHEMBL5442050,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cccc(C#N)c3)cc12)c1ccc2c(c1)OCCO2,17769.0,inactive
CHEMBL5441972,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnc(C#N)nc3)cc12)c1ccc2c(c1)OCCO2,2524.0,intermediate
CHEMBL5441498,COc1cnn(C)c1-c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,50867.0,inactive
CHEMBL5441809,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3ccc(C4(C#N)CC4)cc3)cc12)c1ccc2c(c1)OCCO2,99500.0,inactive
CHEMBL5441440,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C)n3)cc12)c1ccc2c(c1)OCCO2,485.0,active
CHEMBL5441788,CC(C)[C@@H](Nc1ncnc2[nH]cc(S(=O)(=O)N(C)C)c12)c1ccc2c(c1)OCCO2,3453.0,intermediate
CHEMBL5441951,COc1ccc([C@@](C)(CC(=O)O)NC(=O)c2ncnc3[nH]ccc23)cc1,19314.0,inactive
CHEMBL5441619,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C(C)C)c3C#N)cc12)c1ccc2c(c1)OCCO2,1844.0,intermediate
CHEMBL5441423,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(CCC(N)=O)c3)cc12)c1ccc2c(c1)OCCO2,274.0,active
CHEMBL5441437,Cn1ncc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)(C)C)ncnc3[nH]2)c1C#N,309.0,active
CHEMBL5441432,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(CC(=O)N(C)C)c3)cc12)c1ccc2c(c1)OCCO2,253.0,active
CHEMBL5441990,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)N(C)C)cc12)c1ccc2c(c1)OCCO2,21897.0,inactive
CHEMBL5441421,Cc1ncc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)cn1,479.0,active
